Date,Actual_Return,Prediction
2023-08-24,-0.0029513155310064,0
2023-08-25,-0.0062556798015631,0
2023-08-28,0.0020870149074536,0
2023-08-29,0.0018939637920959,1
2023-08-30,0.0002480649157308,1
2023-08-31,-0.0048521030396481,0
2023-09-01,0.0093825560252025,1
2023-09-04,0.0047992986219631,1
2023-09-05,0.0023578141889496,1
2023-09-06,0.0018450694598145,1
2023-09-07,0.0058976072365512,1
2023-09-08,0.0046981368182121,1
2023-09-11,0.0088607705870589,1
2023-09-12,-0.0001575606989245,1
2023-09-13,0.003833986143147,1
2023-09-14,0.0016478497893743,1
2023-09-15,0.0044297878632228,1
2023-09-18,-0.0029286010148227,1
2023-09-20,-0.0115850988033336,0
2023-09-21,-0.0080240458900552,0
2023-09-22,-0.0034553806166447,1
2023-09-25,1.5287950028248088e-05,1
2023-09-26,-0.0005008515772894,1
2023-09-27,0.0026281625519171,1
2023-09-28,-0.0098318038412133,0
2023-09-29,0.0058603116976752,1
2023-10-03,-0.0055940421731296,0
2023-10-04,-0.0047555972198833,0
2023-10-05,0.0056257299700197,1
2023-10-06,0.005497568008546,1
2023-10-09,-0.007207861089913,0
2023-10-10,0.0090556762901256,1
2023-10-11,0.0061517313687301,1
2023-10-12,-0.0008761245971014,1
2023-10-13,-0.002172167428733,0
2023-10-16,-0.0009776805295215,0
2023-10-17,0.0040335636613206,1
2023-10-18,-0.007112043473065,0
2023-10-19,-0.0023615965866002,0
2023-10-20,-0.0041896604678091,0
2023-10-23,-0.013440223951969,0
2023-10-25,-0.0083116832700098,0
2023-10-26,-0.013949914095014,0
2023-10-27,0.0100252788637633,1
2023-10-30,0.0049046930738934,1
2023-10-31,-0.0032077463043944,0
2023-11-01,-0.0047518969731957,0
2023-11-02,0.0075598752540646,1
2023-11-03,0.0050750808020812,1
2023-11-06,0.0093758127789547,1
2023-11-07,-0.0002602258142791,0
2023-11-08,0.0018944969651071,0
2023-11-09,-0.002482015022314,0
2023-11-10,0.0015480850435944,0
2023-11-13,0.0009365417093074,0
2023-11-15,0.0118561902899385,1
2023-11-16,0.0045511500683312,1
2023-11-17,-0.0016911889743673,1
2023-11-20,-0.0019175662679732,0
2023-11-21,0.0045292011413009,1
2023-11-22,0.0014370018446946,1
2023-11-23,-0.000497281111283,1
2023-11-24,-0.0003687570669664,1
2023-11-28,0.0047877848833909,1
2023-11-29,0.0103486565738691,1
2023-11-30,0.0018171025823992,1
2023-12-01,0.0066706433156343,1
2023-12-04,0.0204574804837739,1
2023-12-05,0.0081026504477443,1
2023-12-06,0.0039528205452235,1
2023-12-07,-0.0017471243957791,1
2023-12-08,0.0032600507599202,1
2023-12-11,0.0013200635160099,1
2023-12-12,-0.0043289634704181,1
2023-12-13,0.0009537608817135,1
2023-12-14,0.0121756621637251,1
2023-12-15,0.0128498649215015,1
2023-12-18,-0.0017725827811074,1
2023-12-19,0.0016070828069474,1
2023-12-20,-0.0142221227330497,0
2023-12-21,0.0049475348167753,1
2023-12-22,0.0044291035803757,1
2023-12-26,0.0042976278879013,1
2023-12-27,0.0099035475021389,1
2023-12-28,0.0057075621422148,1
2023-12-29,-0.0021741548367498,1
2024-01-01,0.000483055117301,1
2024-01-02,-0.003506275858172,1
2024-01-03,-0.0068754481934599,0
2024-01-04,0.0065430178827624,1
2024-01-05,0.002407282397897,1
2024-01-08,-0.0091524650052922,0
2024-01-09,0.0014793871720368,1
2024-01-10,0.0034218540152167,1
2024-01-11,0.001317434984659,1
2024-01-12,0.0113617033464997,1
2024-01-15,0.0092243988092869,1
2024-01-16,-0.0029525879856159,1
2024-01-17,-0.0211157704737447,0
2024-01-18,-0.0050982455047793,0
2024-01-19,0.0074342545093672,1
2024-01-23,-0.0179000980548101,0
2024-01-24,0.0100790068029252,1
2024-01-25,-0.0047352473640612,0
2024-01-29,0.0178699682193025,1
2024-01-30,-0.0099631660190465,0
2024-01-31,0.009415559590485,1
2024-02-01,-0.0013011495021482,1
2024-02-02,0.0071801490987671,1
2024-02-05,-0.0037639297855089,0
2024-02-06,0.0072172946598549,1
2024-02-07,5.014190025218764e-05,1
2024-02-08,-0.0097392904057516,0
2024-02-09,0.00296782354157,1
2024-02-12,-0.0076707646646054,0
2024-02-13,0.0058672340814856,1
2024-02-14,0.0044421114826255,1
2024-02-15,0.003231907943473,1
2024-02-16,0.00591332480386,1
2024-02-19,0.0036931806134258,1
2024-02-21,-0.0064132208193745,0
2024-02-22,0.0073363449492495,1
2024-02-23,-0.0002138187777958,1
2024-02-26,-0.004089278221713,0
2024-02-27,0.0034430602082678,1
2024-02-28,-0.0111983964511737,0
2024-02-29,0.0014408171929075,1
2024-03-01,0.0160624736924449,1
2024-03-04,0.0029880715530739,1
2024-03-05,-0.0022027147028049,1
2024-03-06,0.0052531495595052,1
2024-03-07,0.0008672911404987,1
2024-03-11,-0.0071788854481033,0
2024-03-12,0.0001365095489935,1
2024-03-13,-0.0152483933565969,0
2024-03-14,0.0067483942326731,1
2024-03-15,-0.0055830247464483,0
2024-03-18,0.0014678000566242,1
2024-03-19,-0.0108609639603587,0
2024-03-20,0.0009918508439663,1
2024-03-21,0.0078835288646751,1
2024-03-22,0.0038450866714008,1
2024-03-26,-0.0041745074847941,0
2024-03-27,0.0053911583385007,1
2024-03-28,0.0091450572802347,1
2024-04-01,0.0060327455209344,1
2024-04-03,-0.000830975404816,0
2024-04-04,0.0035595696965144,1
2024-04-05,-4.22476898839797e-05,1
2024-04-08,0.0067552962734934,1
2024-04-09,-0.0010395619844089,1
2024-04-10,0.0048924863608352,1
2024-04-12,-0.0103550214717636,0
2024-04-15,-0.0110244436660376,0
2024-04-16,-0.0056100321053902,0
2024-04-18,-0.0068889200657005,0
2024-04-19,0.0068482656961372,1
2024-04-22,0.0085156050796275,1
2024-04-23,0.0014137138340638,1
2024-04-24,0.0015367473640989,1
2024-04-25,0.0074689672972998,1
2024-04-26,-0.0066859280691195,0
2024-04-29,0.0099172833455234,1
2024-04-30,-0.0017039682453004,0
2024-05-02,0.0019158763335262,1
2024-05-03,-0.0076389620148829,0
2024-05-06,-0.0014760226012829,0
2024-05-07,-0.006266579655461,0
2024-05-08,0.0,1
2024-05-09,-0.015590012996666,0
2024-05-10,0.00443959952266,1
2024-05-13,0.0022125186649836,1
2024-05-14,0.0051351172756336,1
2024-05-15,-0.0007789037357247,0
2024-05-16,0.0091157031198713,1
2024-05-17,0.0027746873362616,1
2024-05-21,0.0027981332388829,1
2024-05-22,0.0030469687473969,1
2024-05-23,0.0162341301383458,1
2024-05-24,-0.0004594812790761,0
2024-05-27,-0.0010743358183047,1
2024-05-28,-0.0019335775744709,0
2024-05-29,-0.0080474093408375,0
2024-05-30,-0.0095611622438567,0
2024-05-31,0.0018680341105537,1
2024-06-03,0.0320240306745201,1
2024-06-04,-0.0611241959627575,0
2024-06-05,0.0330713026490232,1
2024-06-06,0.0088487830297353,1
2024-06-07,0.0203318318180632,1
2024-06-10,-0.0013298220789751,1
2024-06-11,0.0002429019311563,1
2024-06-12,0.0024941998100964,1
2024-06-13,0.0032512085635553,1
2024-06-14,0.0028464728647632,1
2024-06-18,0.0039257349959185,1
2024-06-19,-0.0017801967265448,0
2024-06-20,0.0021663878659495,0
2024-06-21,-0.0028002164622532,0
2024-06-24,0.0015625352218749,0
2024-06-25,0.0077636644675083,0
2024-06-26,0.006198787876631,0
2024-06-27,0.0073340806597626,0
2024-06-28,-0.0014108969297394,0
2024-07-01,0.0054555755969174,0
2024-07-05,0.0008924945580705,1
2024-07-08,-0.0001356303337513,1
2024-07-09,0.0046211271118829,1
2024-07-10,-0.0044608459932337,0
2024-07-11,-0.0003495037195243,1
2024-07-12,0.0076284032489554,1
2024-07-15,0.0034447298074261,1
2024-07-16,0.0010691440871768,1
2024-07-18,0.0076031523871201,1
2024-07-19,-0.0109443477378994,0
2024-07-22,-0.000882965972133,1
2024-07-23,-0.0012329157000276,1
2024-07-24,-0.0026814236311497,1
2024-07-25,-0.0003031729363163,1
2024-07-26,0.0174148078999285,1
2024-07-29,5.0331230625744864e-05,1
2024-07-30,0.0008532792280141,1
2024-07-31,0.0037684255675633,1
2024-08-01,0.002391816490734,1
2024-08-02,-0.0117921908833044,0
2024-08-05,-0.0271517531414515,0
2024-08-06,-0.0026244033870099,0
2024-08-07,0.0126300663412452,1
2024-08-08,-0.0074564783815551,0
2024-08-09,0.0103332912152946,1
2024-08-12,-0.0008416385761983,0
2024-08-13,-0.0085798488623965,0
2024-08-14,0.0001967576418212,0
2024-08-16,0.016325768935141,1
2024-08-19,0.001282735354142,1
2024-08-20,0.0051226163083365,0
2024-08-21,0.002884618182089,0
2024-08-22,0.0016659691560852,0
2024-08-23,0.0004694458708691,0
2024-08-26,0.0075230181481054,1
2024-08-27,0.0002858535502177,0
2024-08-28,0.0013820469762269,0
2024-08-29,0.0039677773564559,0
2024-08-30,0.0033322021164079,0
2024-09-02,0.0016945136137639,0
2024-09-03,4.550726442364936e-05,1
2024-09-04,-0.0032152453831834,0
2024-09-05,-0.0021293438665674,0
2024-09-06,-0.0117187473822492,0
2024-09-09,0.0033843154336383,1
2024-09-10,0.0041898603137641,1
2024-09-11,-0.0049099977844991,0
2024-09-12,0.0187036244247439,1
2024-09-13,-0.0012769785942554,0
2024-09-16,0.001074098082679,1
2024-09-17,0.0013700476615561,0
2024-09-18,-0.0016142974615182,0
2024-09-19,0.0015061029073179,1
2024-09-20,0.0146525662899847,1
2024-09-23,0.0057259604541125,1
2024-09-24,5.20286681844374e-05,1
2024-09-25,0.0024545416621303,1
2024-09-26,0.0081156927368075,1
2024-09-27,-0.0014162255444679,1
2024-09-30,-0.0141606918570764,0
2024-10-01,-0.0005405862138807,1
2024-10-03,-0.02142424417261,0
2024-10-04,-0.0093704618486467,0
2024-10-07,-0.0087873712731709,0
2024-10-08,0.008729434677965,1
2024-10-09,-0.0012481693673798,0
2024-10-10,0.0006602588660852,1
2024-10-11,-0.0013689902517646,0
2024-10-14,0.0065359398889081,1
2024-10-15,-0.0028135592532655,0
2024-10-16,-0.0034399853806971,0
2024-10-17,-0.0089077840900148,0
2024-10-18,0.0042013359565505,0
2024-10-21,-0.0029394984735484,0
2024-10-22,-0.0125475729094392,0
2024-10-23,-0.0014966842167451,0
2024-10-24,-0.0014784351216731,0
2024-10-25,-0.0089995957000837,0
2024-10-28,0.0065272189172371,0
2024-10-29,0.0052329430871703,0
2024-10-30,-0.0051631313061232,0
2024-10-31,-0.0055823258691893,0
2024-11-01,0.0040816636276529,0
2024-11-04,-0.0127952853023641,0
2024-11-05,0.0090420559405291,1
2024-11-06,0.0111198158079183,1
2024-11-07,-0.0116961598894184,0
2024-11-08,-0.0021159463488489,0
2024-11-11,-0.0002857116991034,0
2024-11-12,-0.0107383813677232,0
2024-11-13,-0.0136756491890301,0
2024-11-14,-0.001119158461959,0
2024-11-18,-0.0033583481065696,0
2024-11-19,0.0027547835038892,0
2024-11-21,-0.0071946273067947,0
2024-11-22,0.0235890420376329,1
2024-11-25,0.0130754385217122,1
2024-11-26,-0.0011318641340202,1
2024-11-27,0.0033175761911502,0
2024-11-28,-0.0149725605075969,0
2024-11-29,0.0090310985286958,1
2024-12-02,0.0059888509835426,1
2024-12-03,0.0074323228793726,1
2024-12-04,0.0004210081782723,1
2024-12-05,0.0097996517421212,1
2024-12-06,-0.0012391968835286,0
2024-12-09,-0.0023855831698785,0
2024-12-10,-0.0003635747066644,0
2024-12-11,0.0012892918089711,1
2024-12-12,-0.0037853517923229,0
2024-12-13,0.008905773422254,1
2024-12-16,-0.0040476496141852,0
2024-12-17,-0.0135602561482743,0
2024-12-18,-0.0056516402868919,0
2024-12-19,-0.0102658252990389,0
2024-12-20,-0.0153223592363376,0
2024-12-23,0.0070108395042457,1
2024-12-24,-0.0010866989549987,0
2024-12-26,0.0009498673594489,0
2024-12-27,0.0026575452485017,0
2024-12-30,-0.0071010004684319,0
2024-12-31,-4.2127301519090045e-06,0
2025-01-01,0.0041403042175613,0
2025-01-02,0.0185999761576599,1
2025-01-03,-0.0076318035968108,0
2025-01-06,-0.0163251287258849,0
2025-01-07,0.0038817437019732,0
2025-01-08,-0.0007996806978147,0
2025-01-09,-0.0068812163158634,0
2025-01-10,-0.0040461744370668,0
2025-01-13,-0.0148570974223703,0
2025-01-14,0.0038952780436351,0
2025-01-15,0.0016015971562733,0
2025-01-16,0.0042386549220649,1
2025-01-17,-0.0046695371314281,0
2025-01-20,0.0060819529090996,1
2025-01-21,-0.0138067213115826,0
2025-01-22,0.0056604403518015,0
2025-01-23,0.0021570002277194,0
2025-01-24,-0.0048879743646975,0
2025-01-27,-0.0114566190908245,0
2025-01-28,0.0055955455120542,0
2025-01-29,0.0089266875926458,1
2025-01-30,0.0037231480743501,1
2025-01-31,0.0110741942803563,1
2025-02-01,-0.0011172460119788,0
2025-02-03,-0.0051704356717334,0
2025-02-04,0.0160596574106868,1
2025-02-05,-0.0018108456539069,0
2025-02-06,-0.0039303162184799,0
2025-02-07,-0.0018404311807618,0
2025-02-10,-0.0075988318246352,0
2025-02-11,-0.0133382451446241,0
2025-02-12,-0.0011514519568673,0
2025-02-13,-0.0006011552347958,0
2025-02-14,-0.0044451311266271,0
2025-02-17,0.0013184061183492,0
2025-02-18,-0.0006186376571162,0
2025-02-19,-0.0005405787764224,0
2025-02-20,-0.0008615791713867,0
2025-02-21,-0.0051302862414602,0
2025-02-24,-0.0106971160111741,0
2025-02-25,-0.0002571491081876,0
2025-02-27,-0.0001108829349354,0
2025-02-28,-0.018820968141259,0
2025-03-03,-0.0002440302652016,0
2025-03-04,-0.0016583158911502,0
2025-03-05,0.0114657118546871,1
2025-03-06,0.0092420085440883,1
2025-03-07,0.0003459541374161,1
2025-03-10,-0.0040965834647173,0
2025-03-11,0.0016726478000064,0
2025-03-12,-0.0012186510428671,0
2025-03-13,-0.0032674216748287,0
2025-03-17,0.0049682063353279,1
2025-03-18,0.0143597031826613,1
2025-03-19,0.003204890493779,1
2025-03-20,0.0122804808636645,1
2025-03-21,0.0068649342763162,1
2025-03-24,0.013101970335,1
2025-03-25,0.0004353025297464,1
2025-03-26,-0.0077107307525872,0
2025-03-27,0.0044648456029652,1
2025-03-28,-0.0030820490476671,1
2025-04-01,-0.0151507672965339,0
2025-04-02,0.0071680902053714,1
2025-04-03,-0.0035313765959128,1
2025-04-04,-0.0149782355814721,0
2025-04-07,-0.0329701369044216,0
2025-04-08,0.0167463133888997,1
2025-04-09,-0.006084328049671,0
2025-04-11,0.0189889506738593,1
2025-04-15,0.0216659860293088,1
2025-04-16,0.0046465044600635,1
2025-04-17,0.0175289433936214,1
2025-04-21,0.0114180635667531,1
2025-04-22,0.0017269335569158,1
2025-04-23,0.0066685563231763,1
2025-04-24,-0.0033864737270896,0
2025-04-25,-0.0085884386458094,0
2025-04-28,0.0119564478312009,1
2025-04-29,0.0003061462290345,1
2025-04-30,-7.191266338548166e-05,1
2025-05-02,0.0005135484625769,0
2025-05-05,0.0046898760166561,1
2025-05-06,-0.0033394596535795,0
2025-05-07,0.0014264371500933,0
2025-05-08,-0.0057755265883323,0
2025-05-09,-0.0110105034287145,0
2025-05-12,0.0374721401846667,1
2025-05-13,-0.0139932900771993,0
2025-05-14,0.0035963215412445,1
2025-05-15,0.0158944494666119,1
2025-05-16,-0.0016891866264205,1
2025-05-19,-0.0029761331077067,1
2025-05-20,-0.0105401844508155,0
2025-05-21,0.0052345883147392,1
2025-05-22,-0.0082451709667342,0
2025-05-23,0.0098438783734483,1
2025-05-26,0.0059373186446142,1
2025-05-27,-0.0070223237717306,0
2025-05-28,-0.0029750732108038,0
2025-05-29,0.0032731167331063,0
2025-05-30,-0.0033438193068198,0
2025-06-02,-0.0013786730055621,0
2025-06-03,-0.0070687582881646,0
2025-06-04,0.0031609038835467,0
2025-06-05,0.0052946553040901,1
2025-06-06,0.0101359809008172,1
2025-06-09,0.0039974482568901,1
2025-06-10,4.18575835460567e-05,1
2025-06-11,0.0014787507816465,1
2025-06-12,-0.0101221411211214,0
2025-06-13,-0.006837783295332,0
2025-06-16,0.0091775509175443,1
2025-06-17,-0.00373895196994,0
2025-06-18,-0.0016651260767121,0
2025-06-19,-0.0007580150449296,0
2025-06-20,0.0127903249029659,1
2025-06-23,-0.0056105552585128,0
2025-06-24,0.00289702924233,1
2025-06-25,0.0079699757193964,1
2025-06-26,0.0119799636297515,1
2025-06-27,0.0034696784710735,1
2025-06-30,-0.0047209686111904,0
2025-07-01,0.0009694695897414,1
2025-07-02,-0.0034670116851196,0
2025-07-03,-0.0018915002785163,1
2025-07-04,0.0021900252291445,1
2025-07-07,1.181334092876479e-05,1
2025-07-08,0.002400733064455,1
2025-07-09,-0.0018196736296237,0
2025-07-10,-0.0047549332448686,0
2025-07-11,-0.0081338924051924,0
2025-07-14,-0.0026894675348791,0
2025-07-15,0.0045148957209608,0
2025-07-16,0.0006447408512447,0
2025-07-17,-0.0039981995097579,0
2025-07-18,-0.0057128453177427,0
2025-07-21,0.0048861874225141,0
2025-07-22,-0.001188350196758,0
2025-07-23,0.0063245026936848,1
2025-07-24,-0.0062766516572255,0
2025-07-25,-0.0090222524286112,0
2025-07-28,-0.0063047958507558,0
2025-07-29,0.0056644011802598,1
2025-07-30,0.0013669004902461,0
2025-07-31,-0.0034943699712402,0
2025-08-01,-0.008229715141942,0
2025-08-04,0.0063869748254638,1
2025-08-05,-0.0029651959185494,0
2025-08-06,-0.0030615961343119,0
2025-08-07,0.0008928622028389,0
2025-08-08,-0.0095120087930806,0
2025-08-11,0.0090606326859919,1
2025-08-12,-0.0039798509014786,0
2025-08-13,0.0053739877432256,1
2025-08-14,0.0004853203770828,0
2025-08-18,0.0099236169088637,1
2025-08-19,0.0041599002852598,1
2025-08-20,0.002794273751954,1
2025-08-21,0.0013244115539841,0
2025-08-22,-0.0085539631092473,0
2025-08-25,0.0039187290926014,1
2025-08-26,-0.0102939815650658,0
2025-08-28,-0.0085811430237306,0
2025-08-29,-0.0030269463766577,0
2025-09-01,0.0080813281022769,1
2025-09-02,-0.0018474345185382,0
2025-09-03,0.0054955867098578,1
2025-09-04,0.0007785744550393,0
2025-09-05,0.0002708106342015,1
2025-09-08,0.0012986346282709,0
2025-09-09,0.0038455266535053,1
2025-09-10,0.0041932821216746,1
2025-09-11,0.0012965707489705,0
2025-09-12,0.0043296588950226,0
2025-09-15,-0.0017854897196444,0
2025-09-16,0.0067543940269436,1
2025-09-17,0.003604969810507,1
2025-09-18,0.0036785274558399,1
2025-09-19,-0.0038048357551339,0
2025-09-22,-0.0049357967470806,0
2025-09-23,-0.0013042846068432,0
2025-09-24,-0.0044836897383111,0
2025-09-25,-0.0066490039290245,0
2025-09-26,-0.0095327303668938,0
2025-09-29,-0.0008033674181471,0
2025-09-30,-0.0009666077692868,0
2025-10-01,0.0091087793157824,1
2025-10-03,0.0023305289834215,1
2025-10-06,0.0073401736828141,1
2025-10-07,0.0012214730903828,0
2025-10-08,-0.0024783611817054,0
2025-10-09,0.0054014036910443,1
2025-10-10,0.0041036187949703,1
2025-10-13,-0.0022964532241035,0
2025-10-14,-0.0032497538671527,0
2025-10-15,0.0070558695749474,1
2025-10-16,0.0102831746738043,1
2025-10-17,0.0048561734175648,1
2025-10-20,0.0051714188632333,1
2025-10-21,0.000984272270986,1
2025-10-23,0.0008810194252249,1
2025-10-24,-0.0037243774174138,0
2025-10-27,0.0066034407150819,1
2025-10-28,-0.0011502994876563,1
2025-10-29,0.0045278379478023,1
2025-10-30,-0.00678010872612,0
2025-10-31,-0.0060368459800537,0
2025-11-03,0.0016023948300849,1
2025-11-04,-0.0064523585455219,0
2025-11-06,-0.0034418242922323,0
2025-11-07,-0.0006822649376453,0
2025-11-10,0.003213404368611,1
2025-11-11,0.0047045633377707,1
2025-11-12,0.0070137550406647,1
2025-11-13,0.0001294411183406,0
2025-11-14,0.0011933141887742,0
2025-11-17,0.0039827274423519,1
2025-11-18,-0.0039827274423519,0
2025-11-19,0.0054885509849837,1
2025-11-20,0.0053402569993402,1
2025-11-21,-0.0047454848460117,0
2025-11-24,-0.0041766463699224,0
2025-11-25,-0.0028816772264875,0
2025-11-26,0.0123057561748778,1
2025-11-27,0.0003910657620054,1
2025-11-28,-0.0004808059270205,1
2025-12-01,-0.0010385603919326,0
2025-12-02,-0.005499206353098,0
2025-12-03,-0.001776271827589,0
2025-12-04,0.0018358417105443,0
2025-12-05,0.0058482984078969,1
2025-12-08,-0.0086639634331101,0
2025-12-09,-0.0046679590975771,0
2025-12-10,-0.00316489057782,0
2025-12-11,0.0054417542776163,1
2025-12-12,0.0057136360690816,1
2025-12-15,-0.000754631643564,0
2025-12-16,-0.0064447919666699,0
2025-12-17,-0.0016079691231565,0
2025-12-18,-0.0001162022737916,0
2025-12-19,0.0058263558129651,1
2025-12-22,0.0079020257019083,1
2025-12-23,0.0001814724268745,0
2025-12-24,-0.0013398810760412,0
2025-12-26,-0.003824857583702,0
2025-12-29,-0.0038550524856079,0
2025-12-30,-0.0001252868366208,0
2025-12-31,0.00732692662105,1
